antecedent,consequent,support,confidence,lift
49 933,40,107,0.7643,1.3297
176 13042,40,107,0.7643,1.3297
66 2239,40,94,0.7642,1.3296
90 414,40,94,0.7642,1.3296
33 39 42 111,40,94,0.7642,1.3296
42 678,40,175,0.7642,1.3295
40 309,49,108,0.6353,1.3293
40 1292,49,108,0.6353,1.3293
49 310,40,123,0.7640,1.3291
40 4340,49,101,0.6352,1.3291
49 4106,40,97,0.7638,1.3288
49 69,40,97,0.7638,1.3288
42,40,11414,0.7637,1.3287
40 498,49,127,0.6350,1.3287
49 1011,40,126,0.7636,1.3285
49 8986,40,168,0.7636,1.3285
2165,49,186,0.6348,1.3283
39 406,40,100,0.7634,1.3281
42 1860,49,99,0.6346,1.3279
49 1592,40,116,0.7632,1.3277
49 5249,40,116,0.7632,1.3277
40 273,49,283,0.6345,1.3277
39 66,49,408,0.6345,1.3277
49 1987,40,264,0.7630,1.3274
1620,49,236,0.6344,1.3274
33 593,49,163,0.6342,1.3271
49 1815,40,344,0.7627,1.3270
5359,49,130,0.6341,1.3269
70,49,156,0.6341,1.3269
49 2255,40,151,0.7626,1.3268
49 807,40,302,0.7626,1.3268
49 442,40,260,0.7625,1.3265
492,40,186,0.7623,1.3262
40 448,49,90,0.6338,1.3261
40 1147,49,623,0.6338,1.3261
31 40,49,218,0.6337,1.3260
42 46,49,109,0.6337,1.3260
49 832,40,237,0.7621,1.3258
1072,49,147,0.6336,1.3258
33 825,49,166,0.6336,1.3257
49 2764,40,112,0.7619,1.3255
598,49,159,0.6335,1.3254
1656,49,197,0.6334,1.3254
7939,49,95,0.6333,1.3252
4860,49,114,0.6333,1.3252
42 46,40,131,0.7616,1.3250
40 261,49,271,0.6332,1.3248
33 39 49 111,40,201,0.7614,1.3246
38 39 40,49,433,0.6330,1.3246
341,49,407,0.6330,1.3244
912,49,150,0.6329,1.3243
42 856,49,100,0.6329,1.3243
49 439,40,780,0.7610,1.3239
1095,49,93,0.6327,1.3237
906,49,93,0.6327,1.3237
40 1083,49,124,0.6327,1.3237
33 1199,49,93,0.6327,1.3237
42 1356,40,105,0.7609,1.3237
42 49 590,40,105,0.7609,1.3237
54,49,322,0.6326,1.3237
33 773,49,105,0.6325,1.3235
42 111,40,515,0.7607,1.3234
49 366,40,197,0.7606,1.3233
699,49,117,0.6324,1.3233
42 3617,49,129,0.6324,1.3231
89,49,98,0.6323,1.3229
39 186,40,165,0.7604,1.3229
49 6129,40,111,0.7603,1.3227
40 1563,49,122,0.6321,1.3226
2116,49,237,0.6320,1.3224
39 77,49,91,0.6319,1.3223
40 1660,49,194,0.6319,1.3222
3337,40,114,0.7600,1.3222
49 530,40,114,0.7600,1.3222
49 4071,40,133,0.7600,1.3222
33 108,49,103,0.6319,1.3222
1068,49,369,0.6318,1.3221
187,49,417,0.6318,1.3220
49 400,40,117,0.7597,1.3218
33 49 476,40,234,0.7597,1.3218
49 652,40,98,0.7597,1.3217
49 238 311,40,98,0.7597,1.3217
40 2989,49,96,0.6316,1.3215
40 2634,49,120,0.6316,1.3215
49 90,40,2125,0.7595,1.3213
2524,49,269,0.6315,1.3212
33 49 1328,40,142,0.7594,1.3211
577,49,161,0.6314,1.3211
4976,40,164,0.7593,1.3209
49 2469,40,123,0.7593,1.3209
10556,49,101,0.6312,1.3208
49 97,40,145,0.7592,1.3208
39 40 104,49,89,0.6312,1.3207
33 13042,49,142,0.6311,1.3205
39 66,40,488,0.7589,1.3204
262,49,330,0.6310,1.3202
40 3317,49,106,0.6310,1.3202
644,49,212,0.6310,1.3202
49 791,40,239,0.7587,1.3200
49 272,40,827,0.7587,1.3200
3056,49,135,0.6308,1.3200
1312,40,110,0.7586,1.3198
42 480,40,154,0.7586,1.3198
8979 16011,49,123,0.6308,1.3198
40 15619,49,222,0.6307,1.3196
40 786,49,140,0.6306,1.3195
49 10421,40,135,0.7584,1.3195
49 2384,40,270,0.7584,1.3195
40 712,49,99,0.6306,1.3194
720,40,91,0.7583,1.3193
40 252,49,220,0.6304,1.3190
49 1381,40,94,0.7581,1.3188
3298,49,104,0.6303,1.3188
268,49,368,0.6301,1.3185
49 1394,40,507,0.7578,1.3185
42 302,40,194,0.7578,1.3184
5729,49,160,0.6299,1.3180
39 40 226,49,337,0.6299,1.3180
49 1281,40,125,0.7576,1.3180
1977,49,177,0.6299,1.3180
39 49 111,40,1031,0.7575,1.3179
42 80,40,378,0.7575,1.3179
39 534,40,178,0.7574,1.3178
39 42 791,40,153,0.7574,1.3177
2871,49,102,0.6296,1.3174
4252,49,119,0.6296,1.3174
4071,49,175,0.6295,1.3171
796,49,158,0.6295,1.3171
33 14099,49,141,0.6295,1.3171
39 42 226,49,141,0.6295,1.3171
40 421,49,214,0.6294,1.3170
49 433,40,190,0.7570,1.3169
3669,49,180,0.6294,1.3169
40 3195,49,90,0.6294,1.3169
33 280,49,90,0.6294,1.3169
49 605,40,520,0.7569,1.3168
49 2076,40,137,0.7569,1.3168
33 12926,49,146,0.6293,1.3167
39 2239,40,308,0.7568,1.3166
40 2574,49,112,0.6292,1.3165
40 80,49,699,0.6292,1.3164
39 42 111,49,419,0.6291,1.3164
2114,40,171,0.7566,1.3164
39 40 287,49,458,0.6291,1.3164
33 49 111,40,202,0.7566,1.3162
494,49,139,0.6290,1.3160
24 40,49,322,0.6289,1.3159
49 2630,40,149,0.7563,1.3159
39 49 390,40,90,0.7563,1.3158
980,40,332,0.7563,1.3157
3636,49,166,0.6288,1.3157
3743,49,105,0.6287,1.3156
566,49,149,0.6287,1.3155
39 8979,40,93,0.7561,1.3154
49 1104,40,189,0.7560,1.3153
42 104,40,130,0.7558,1.3149
4434,49,93,0.6284,1.3148
3411,49,93,0.6284,1.3148
3406,49,93,0.6284,1.3148
40 3967,49,93,0.6284,1.3148
10491,49,240,0.6283,1.3146
42 957,40,170,0.7556,1.3145
49 250,40,510,0.7556,1.3145
10454,49,98,0.6282,1.3144
40 652,49,98,0.6282,1.3144
33 1716,49,98,0.6282,1.3144
42 238,49,375,0.6281,1.3143
2966,49,179,0.6281,1.3142
2465,49,184,0.6280,1.3140
61 90,40,108,0.7552,1.3139
39 12930,40,111,0.7551,1.3137
33 523,49,113,0.6278,1.3135
42 791,40,154,0.7549,1.3133
49 572,40,240,0.7547,1.3130
49 265,40,403,0.7547,1.3130
40 707,49,96,0.6275,1.3129
40 1610,49,96,0.6275,1.3129
40 51,49,96,0.6275,1.3129
33 790,49,101,0.6273,1.3126
40 385,49,175,0.6272,1.3124
5340,49,106,0.6272,1.3124
223,49,143,0.6272,1.3123
40 1705,49,180,0.6272,1.3123
8032,40,89,0.7542,1.3122
40 886,49,222,0.6271,1.3122
3800,49,264,0.6271,1.3121
11 49,40,322,0.7541,1.3119
491,49,279,0.6270,1.3118
40 104,49,321,0.6270,1.3118
49 2092,40,141,0.7540,1.3118
33 49 259,40,95,0.7540,1.3117
49 238 476,40,95,0.7540,1.3117
40 1063,49,168,0.6269,1.3116
40 12926,49,588,0.6269,1.3116
8979 16011,40,147,0.7538,1.3115
49 741,40,392,0.7538,1.3115
796 1819,49,94,0.6267,1.3112
6129,49,146,0.6266,1.3111
40 2344,49,146,0.6266,1.3111
49 2242,40,214,0.7535,1.3109
49 695,40,162,0.7535,1.3109
4745,49,114,0.6264,1.3106
33 49 80,40,174,0.7532,1.3105
5969,49,124,0.6263,1.3104
270,49,439,0.6262,1.3103
39 111 171,40,119,0.7532,1.3103
49 784,40,439,0.7530,1.3100
2747,49,144,0.6261,1.3100
33 49 549,40,128,0.7529,1.3099
537,49,164,0.6260,1.3097
49 196,40,134,0.7528,1.3097
990,49,189,0.6258,1.3095
2772,49,97,0.6258,1.3094
33 10516,49,102,0.6258,1.3093
40 590,49,443,0.6257,1.3092
10129,49,112,0.6257,1.3092
40 1334,49,117,0.6257,1.3091
2384,49,356,0.6257,1.3091
4202,49,137,0.6256,1.3089
40 12934,49,142,0.6256,1.3089
39 265,49,157,0.6255,1.3088
49 10492,40,176,0.7521,1.3085
2326,49,212,0.6254,1.3085
40 12947,49,212,0.6254,1.3085
49 2407,40,91,0.7521,1.3084
42 549,40,182,0.7521,1.3084
257,40,188,0.7520,1.3083
180,49,624,0.6253,1.3083
5729,40,191,0.7520,1.3082
33 37 39 49,40,191,0.7520,1.3082
49 1660,40,194,0.7519,1.3082
49 243,40,300,0.7519,1.3081
49 335,40,333,0.7517,1.3078
49 566,40,112,0.7517,1.3077
39 271 272,40,112,0.7517,1.3077
2118,49,130,0.6250,1.3077
4976,49,135,0.6250,1.3077
40 9002,49,100,0.6250,1.3077
1630,49,165,0.6250,1.3077
5125,49,170,0.6250,1.3077
6 40,49,100,0.6250,1.3077
2441,49,185,0.6250,1.3077
3760,49,195,0.6250,1.3077
40 42 847,49,90,0.6250,1.3077
33 49 1394,40,115,0.7516,1.3077
49 1282,40,121,0.7516,1.3075
42 111,49,423,0.6248,1.3073
49 111,40,1037,0.7514,1.3073
49 434,40,130,0.7514,1.3073
42 536,40,130,0.7514,1.3073
298,49,328,0.6248,1.3072
42 1147,49,313,0.6248,1.3072
42 1601,40,148,0.7513,1.3070
32 40,49,336,0.6245,1.3068
588,49,163,0.6245,1.3067
2148,49,138,0.6244,1.3065
1539,49,138,0.6244,1.3065
4892,49,133,0.6244,1.3065
33 39 49,40,1236,0.7509,1.3064
42 536,49,108,0.6243,1.3062
40 1538,49,98,0.6242,1.3061
806,49,171,0.6241,1.3058
2239,40,1287,0.7504,1.3056
204,49,204,0.6239,1.3053
209,49,330,0.6238,1.3053
1173,49,184,0.6237,1.3051
802,40,117,0.7500,1.3048
49 3967,40,93,0.7500,1.3048
49 70,40,117,0.7500,1.3048
49 51,40,96,0.7500,1.3048
49 493,40,111,0.7500,1.3048
49 190,40,99,0.7500,1.3048
49 674,40,99,0.7500,1.3048
49 2636,40,114,0.7500,1.3048
49 592,40,210,0.7500,1.3048
42 624,40,114,0.7500,1.3048
39 1345,40,141,0.7500,1.3048
42 10516,40,129,0.7500,1.3048
49 957,40,405,0.7500,1.3048
111 171,40,120,0.7500,1.3048
33 39 238,40,108,0.7500,1.3048
3313,49,111,0.6236,1.3048
1291,49,111,0.6236,1.3048
2496,49,202,0.6235,1.3045
2185,49,288,0.6234,1.3043
2376,49,187,0.6233,1.3042
39 238,40,512,0.7496,1.3042
714,49,129,0.6232,1.3039
3271,49,592,0.6232,1.3039
2188,49,233,0.6230,1.3035
4473,49,114,0.6230,1.3034
40 1328,49,720,0.6228,1.3032
49 419,40,200,0.7491,1.3032
1131,49,104,0.6228,1.3030
39 48,49,269,0.6227,1.3029
194,49,127,0.6225,1.3026
49 2376,40,140,0.7487,1.3025
1785,49,150,0.6224,1.3023
40 4317,49,89,0.6224,1.3022
38 40,49,440,0.6223,1.3022
676,49,374,0.6223,1.3021
49 1044,40,229,0.7484,1.3020
49 1805,40,113,0.7483,1.3019
172,49,140,0.6222,1.3019
40 67,49,112,0.6222,1.3019
20 33,49,112,0.6222,1.3019
42 186,40,223,0.7483,1.3019
39 40 57,49,219,0.6222,1.3018
49 1319,40,107,0.7483,1.3018
33 49 605,40,104,0.7482,1.3017
49 14934,40,205,0.7482,1.3016
33 37 49,40,196,0.7481,1.3015
706,40,95,0.7480,1.3014
49 582,40,264,0.7479,1.3011
802,49,97,0.6218,1.3010
49 3965,40,160,0.7477,1.3008
712,40,157,0.7476,1.3007
960,49,92,0.6216,1.3007
1820,49,156,0.6215,1.3004
6119,49,133,0.6215,1.3004
2003,49,133,0.6215,1.3004
5730,40,216,0.7474,1.3003
12 49,40,346,0.7473,1.3001
399,49,320,0.6214,1.3001
33 102,49,256,0.6214,1.3001
49 61,40,609,0.7472,1.3000
33 148,49,223,0.6212,1.2997
49 1295,40,124,0.7470,1.2996
1405,49,277,0.6211,1.2995
49 283,40,121,0.7469,1.2994
40 1595,49,95,0.6209,1.2992
42 270,40,115,0.7468,1.2992
40 57,49,226,0.6209,1.2991
142,49,131,0.6209,1.2991
42 1784,40,112,0.7467,1.2990
40 9556,49,149,0.6208,1.2990
39 250,49,167,0.6208,1.2990
1015,49,162,0.6207,1.2987
66 226,40,159,0.7465,1.2987
49 221,40,103,0.7464,1.2985
33 1147,49,211,0.6206,1.2985
10569,49,157,0.6206,1.2984
33 605,49,139,0.6205,1.2984
49 1579,40,350,0.7463,1.2983
616,49,170,0.6204,1.2982
39 40 1328,49,170,0.6204,1.2982
49 1939,40,97,0.7462,1.2981
49 1356,40,194,0.7462,1.2981
39 271,40,291,0.7462,1.2981
33 90,40,532,0.7461,1.2981
1210,49,201,0.6204,1.2980
1011,49,165,0.6203,1.2979
1910,40,91,0.7459,1.2977
290,40,135,0.7459,1.2976
33 37 39 40,49,191,0.6201,1.2975
40 13444,49,142,0.6201,1.2975
42 271,49,315,0.6201,1.2974
49 4995,40,129,0.7457,1.2973
10 33,49,155,0.6200,1.2973
2027,49,106,0.6199,1.2970
572,49,318,0.6199,1.2970
108 1068,49,106,0.6199,1.2970
42 341,40,123,0.7455,1.2969
40 179,49,194,0.6198,1.2969
40 1356,49,194,0.6198,1.2969
4145,49,119,0.6198,1.2968
1740,49,119,0.6198,1.2968
4699,49,251,0.6198,1.2968
49 15833,40,436,0.7453,1.2966
1878,40,117,0.7452,1.2965
943,49,101,0.6196,1.2965
49 879,40,231,0.7452,1.2964
40 61,49,609,0.6195,1.2963
49 856,40,228,0.7451,1.2963
40 653,49,127,0.6195,1.2962
2630,49,197,0.6195,1.2962
49 4699,40,187,0.7450,1.2962
49 1617,40,111,0.7450,1.2961
12474,49,166,0.6194,1.2960
39 230,40,146,0.7449,1.2959
40 640,49,96,0.6194,1.2959
425,49,218,0.6193,1.2958
49 2421,40,108,0.7448,1.2958
49 104,40,321,0.7448,1.2957
40 3828,49,148,0.6192,1.2957
39 40 1147,49,148,0.6192,1.2957
49 273,40,283,0.7447,1.2957
42 977,40,137,0.7446,1.2954
33 8979,40,102,0.7445,1.2953
3315,49,104,0.6190,1.2953
5075,49,182,0.6190,1.2953
40 1147 3617,49,117,0.6190,1.2953
40 42 162,49,104,0.6190,1.2953
40 439,49,780,0.6190,1.2953
42 397,40,134,0.7444,1.2951
416,49,255,0.6189,1.2950
49 105,40,99,0.7444,1.2950
49 12930,40,320,0.7442,1.2947
39 40 1189,49,99,0.6188,1.2947
39 414,40,221,0.7441,1.2946
40 287,49,464,0.6187,1.2945
49 200,40,93,0.7440,1.2944
1593,49,120,0.6186,1.2942
40 271 2239,49,120,0.6186,1.2942
49 768,40,122,0.7439,1.2942
570,40,90,0.7438,1.2940
49 1328,40,720,0.7438,1.2940
42 825,40,238,0.7438,1.2939
40 226 2239,49,196,0.6183,1.2937
49 1380,40,116,0.7436,1.2937
3312,49,149,0.6183,1.2936
1988,49,298,0.6183,1.2936
40 9502,49,170,0.6182,1.2935
39 49 371,40,142,0.7435,1.2934
39 40 2806,49,89,0.6181,1.2932
2389,49,178,0.6181,1.2932
49 320,40,194,0.7433,1.2931
49 16011 16012,40,269,0.7431,1.2928
39 77,40,107,0.7431,1.2927
42 15619,40,133,0.7430,1.2927
42 3271,40,159,0.7430,1.2926
49 398,40,156,0.7429,1.2924
39 302,40,104,0.7429,1.2924
42 15833,49,260,0.6176,1.2922
40 196,49,134,0.6175,1.2921
39 49 57,40,219,0.7424,1.2915
40 480,49,358,0.6172,1.2915
48,49,274,0.6171,1.2912
49 4210,40,95,0.7422,1.2912
866,49,390,0.6171,1.2912
49 1001,40,164,0.7421,1.2910
49 564,40,115,0.7419,1.2908
49 1490,40,115,0.7419,1.2908
42 12930,40,92,0.7419,1.2908
37 39 111,40,135,0.7418,1.2905
83,49,177,0.6167,1.2904
40 156,49,214,0.6167,1.2904
39 2438,40,89,0.7417,1.2903
39 80,49,193,0.6166,1.2902
926,49,156,0.6166,1.2902
39 3271,40,129,0.7414,1.2898
40 245,49,90,0.6164,1.2898
39 40 390,49,90,0.6164,1.2898
49 12947,40,212,0.7413,1.2896
1613,49,106,0.6163,1.2895
2442,49,154,0.6160,1.2889
129,49,170,0.6159,1.2888
49 786,40,140,0.7407,1.2887
39 3617,40,100,0.7407,1.2887
33 49 1136,40,120,0.7407,1.2887
40 2916,49,101,0.6159,1.2886
752,49,202,0.6159,1.2886
2057,49,258,0.6158,1.2884
33 38 39,40,137,0.7405,1.2884
49 3405,40,117,0.7405,1.2883
42 856,40,117,0.7405,1.2883
5316,40,97,0.7405,1.2882
1185,40,134,0.7403,1.2880
49 79,40,610,0.7403,1.2879
49 2260,40,94,0.7402,1.2877
697,49,96,0.6154,1.2876
3162,49,112,0.6154,1.2876
4631,49,144,0.6154,1.2876
1592,49,152,0.6154,1.2876
10526,49,208,0.6154,1.2876
794,49,304,0.6154,1.2876
40 665,49,296,0.6154,1.2876
24 42,49,112,0.6154,1.2876
49 912,40,111,0.7400,1.2874
49 1014,40,111,0.7400,1.2874
49 830,40,148,0.7400,1.2874
49 2052,40,222,0.7400,1.2874
39 1136,40,111,0.7400,1.2874
1025,40,91,0.7398,1.2871
49 10075,40,91,0.7398,1.2871
49 371,40,145,0.7398,1.2871
39 272,40,290,0.7398,1.2871
582,49,353,0.6150,1.2868
49 238,40,1244,0.7396,1.2867
49 8692,40,213,0.7396,1.2867
40 3150,49,99,0.6149,1.2866
638,49,91,0.6149,1.2865
49 262,40,244,0.7394,1.2864
33 40 2239,49,158,0.6148,1.2864
2984,49,142,0.6147,1.2862
40 1860,49,134,0.6147,1.2861
1316,49,118,0.6146,1.2859
345,49,161,0.6145,1.2858
1104,49,250,0.6143,1.2852
40 13175,49,121,0.6142,1.2852
42 1601,49,121,0.6142,1.2852
49 1610,40,96,0.7385,1.2847
49 1186,40,144,0.7385,1.2847
39 665,40,127,0.7384,1.2846
40 271,49,733,0.6139,1.2845
49 14100,40,172,0.7382,1.2843
985,49,205,0.6138,1.2842
33 42,40,2359,0.7381,1.2841
39 80,40,231,0.7380,1.2840
2211,49,108,0.6136,1.2840
4298,40,107,0.7379,1.2838
2239 5730,40,107,0.7379,1.2838
1445,49,208,0.6136,1.2838
767,49,489,0.6136,1.2838
49 298,40,242,0.7378,1.2836
33 784,49,119,0.6134,1.2835
9670,49,138,0.6133,1.2833
49 13042,40,444,0.7375,1.2831
761,49,149,0.6132,1.2830
49 2966,40,132,0.7374,1.2829
40 1477,49,103,0.6131,1.2828
49 1620,40,174,0.7373,1.2827
4802,40,115,0.7372,1.2825
13319,49,95,0.6129,1.2824
39 271,49,239,0.6128,1.2822
2551,40,98,0.7368,1.2819
49 2178,40,112,0.7368,1.2819
40 807,49,302,0.6126,1.2817
49 1199,40,277,0.7367,1.2817
5359,40,151,0.7366,1.2815
33 38,40,137,0.7366,1.2814
137,49,286,0.6124,1.2814
49 10424,40,109,0.7365,1.2813
42 226,49,537,0.6123,1.2812
40 2239,49,788,0.6123,1.2811
40 2806,49,90,0.6122,1.2810
39 102,40,254,0.7362,1.2809
124,49,797,0.6121,1.2808
422,49,112,0.6120,1.2806
42 650,40,145,0.7360,1.2805
49 3413,40,92,0.7360,1.2805
3639,49,123,0.6119,1.2804
1906,40,131,0.7360,1.2804
979,40,273,0.7358,1.2802
4553,49,104,0.6118,1.2800
2844,49,156,0.6118,1.2800
49 1017,40,103,0.7357,1.2800
49 10526,40,153,0.7356,1.2797
2239 5729,40,89,0.7355,1.2797
49 990,40,139,0.7354,1.2795
49 2992,40,139,0.7354,1.2795
49 397,40,278,0.7354,1.2795
542,49,96,0.6115,1.2794
339,49,779,0.6115,1.2794
49 1345,40,314,0.7354,1.2794
1992,40,225,0.7353,1.2792
49 375,40,250,0.7353,1.2792
49 16012,40,275,0.7353,1.2792
49 1900,40,111,0.7351,1.2789
42 171,49,492,0.6112,1.2788
1603,49,165,0.6111,1.2787
19 40,49,330,0.6111,1.2787
39 15833,49,99,0.6111,1.2787
33 250,49,132,0.6111,1.2787
49 881,40,97,0.7348,1.2785
271 2239,40,194,0.7348,1.2785
49 1809,40,133,0.7348,1.2784
49 1379,40,108,0.7347,1.2782
49 1373,40,108,0.7347,1.2782
3292,49,149,0.6107,1.2777
33 49 272,40,188,0.7344,1.2776
49 3809,40,105,0.7343,1.2774
108,49,467,0.6105,1.2773
49 1694,40,232,0.7342,1.2773
2178,49,152,0.6104,1.2773
49 534,40,632,0.7340,1.2770
49 962,40,240,0.7339,1.2769
42 399,40,91,0.7339,1.2768
46 49,40,361,0.7337,1.2765
39 1579,40,124,0.7337,1.2765
167,49,183,0.6100,1.2763
42 61,49,161,0.6098,1.2760
49 1785,40,110,0.7333,1.2758
49 613,40,99,0.7333,1.2758
49 10491,40,176,0.7333,1.2758
49 90 102,40,110,0.7333,1.2758
808,49,114,0.6096,1.2756
2514,49,89,0.6096,1.2755
49 53,40,239,0.7331,1.2755
39 42 171,49,484,0.6096,1.2754
42 162,49,128,0.6095,1.2753
49 13190,40,173,0.7331,1.2753
49 2055,40,129,0.7330,1.2752
49 577,40,118,0.7329,1.2751
49 663,40,118,0.7329,1.2751
49 426,40,299,0.7328,1.2750
49 829,40,96,0.7328,1.2749
42 809,40,96,0.7328,1.2749
3578,49,92,0.6093,1.2748
2013,49,92,0.6093,1.2748
49 9502,40,170,0.7328,1.2748
39 42,49,2374,0.6092,1.2746
33 49 13042,40,104,0.7324,1.2742
408,49,422,0.6089,1.2741
897,49,137,0.6089,1.2740
49 86,40,93,0.7323,1.2740
49 5768,40,93,0.7323,1.2740
40 1715,49,193,0.6088,1.2739
42 49 124,40,123,0.7321,1.2737
40 3452,49,98,0.6087,1.2736
16,49,210,0.6087,1.2736
40 8986,49,168,0.6087,1.2736
33 42 226,49,126,0.6087,1.2736
42 465,40,142,0.7320,1.2734
49 50,40,617,0.7319,1.2733
33 807,40,101,0.7319,1.2733
102 311,40,101,0.7319,1.2733
550,49,513,0.6085,1.2733
441,49,143,0.6085,1.2732
40 1490,49,115,0.6085,1.2731
49 10445,40,221,0.7318,1.2731
4887,40,120,0.7317,1.2730
49 3536,40,90,0.7317,1.2730
49 1705,40,180,0.7317,1.2730
49 2959,40,570,0.7317,1.2730
33 50,40,150,0.7317,1.2730
1067,49,250,0.6083,1.2727
31 49,40,218,0.7315,1.2727
49 187,40,305,0.7314,1.2725
49 57,40,226,0.7314,1.2724
584,49,135,0.6081,1.2724
1240,49,346,0.6081,1.2723
33 49 180,40,117,0.7312,1.2722
42 202,40,185,0.7312,1.2722
37 111,40,136,0.7312,1.2721
40 1189,49,107,0.6080,1.2721
2202,49,93,0.6078,1.2718
2470,49,124,0.6078,1.2718
40 1361,49,124,0.6078,1.2718
33 49 148,40,163,0.7309,1.2717
39 14099,49,110,0.6077,1.2716
4106,49,127,0.6077,1.2714
40 1579,49,350,0.6076,1.2714
42 339,40,187,0.7305,1.2708
7896,49,99,0.6074,1.2708
40 15833,49,436,0.6072,1.2706
42 1815,40,111,0.7303,1.2705
465,49,422,0.6072,1.2705
49 523,40,425,0.7302,1.2704
2493,49,238,0.6071,1.2704
33 549,49,170,0.6071,1.2704
79,40,774,0.7302,1.2703
40 176,49,383,0.6070,1.2700
2130,49,105,0.6069,1.2699
39 2239,49,247,0.6069,1.2698
40 695,49,162,0.6067,1.2695
40 2407,49,91,0.6067,1.2694
40 3161,49,91,0.6067,1.2694
49 2351,40,116,0.7296,1.2693
49 13061,40,89,0.7295,1.2692
49 99,40,89,0.7295,1.2692
709,40,178,0.7295,1.2692
1641,49,111,0.6066,1.2691
49 5406,40,124,0.7294,1.2690
42 353,40,124,0.7294,1.2690
39 590,40,124,0.7294,1.2690
33 40 272,49,188,0.6065,1.2689
39 162,40,159,0.7294,1.2689
2816,49,151,0.6064,1.2689
49 4892,40,97,0.7293,1.2688
33 271,49,265,0.6064,1.2688
49 1405,40,202,0.7292,1.2687
49 2185,40,210,0.7292,1.2686
3068,49,97,0.6062,1.2685
2627,49,214,0.6062,1.2685
3203,49,117,0.6062,1.2684
2241,49,117,0.6062,1.2684
39 42 287,49,157,0.6062,1.2683
2772,40,113,0.7290,1.2683
39 238,49,414,0.6061,1.2683
448,49,140,0.6061,1.2681
49 1977,40,129,0.7288,1.2680
2438,49,346,0.6060,1.2679
980,49,266,0.6059,1.2678
33 49 302,40,137,0.7287,1.2678
2877,49,103,0.6059,1.2677
49 3087,40,94,0.7287,1.2677
49 13044,40,94,0.7287,1.2677
2066,49,209,0.6058,1.2676
5165,40,102,0.7286,1.2675
1061,40,153,0.7286,1.2675
707,40,153,0.7286,1.2675
878,49,106,0.6057,1.2674
468,49,106,0.6057,1.2674
49 280,40,279,0.7285,1.2673
49 641,40,169,0.7284,1.2673
2507,49,129,0.6056,1.2672
33 49 271,40,193,0.7283,1.2671
962,49,327,0.6056,1.2670
593,49,743,0.6055,1.2670
49 2465,40,134,0.7283,1.2670
39 3006,40,142,0.7282,1.2669
49 1988,40,217,0.7282,1.2669
2793,40,225,0.7282,1.2668
289,49,89,0.6054,1.2668
42 590,40,158,0.7281,1.2667
637,49,112,0.6054,1.2667
2600,49,135,0.6054,1.2667
754,49,158,0.6054,1.2666
49 1004,40,182,0.7280,1.2665
10018,40,99,0.7279,1.2664
49 2529,40,99,0.7279,1.2664
49 4941,40,107,0.7279,1.2664
49 134,40,115,0.7278,1.2663
3511,49,213,0.6051,1.2661
1036,49,95,0.6051,1.2661
280,49,383,0.6051,1.2660
343,49,193,0.6050,1.2659
1121,49,98,0.6049,1.2658
33 37 40,49,196,0.6049,1.2658
49 682,40,275,0.7275,1.2657
102 414,49,101,0.6048,1.2654
49 2574,40,112,0.7273,1.2653
49 2066,40,152,0.7273,1.2653
49 728,40,184,0.7273,1.2653
12 33,40,96,0.7273,1.2653
33 49 250,40,96,0.7273,1.2653
49 380,40,253,0.7270,1.2648
40 2992,49,139,0.6043,1.2645
3006,40,149,0.7268,1.2645
39 791,49,307,0.6043,1.2645
15799,49,113,0.6043,1.2644
967,49,113,0.6043,1.2644
309 1270,40,109,0.7267,1.2642
42 450,40,109,0.7267,1.2642
13057,49,116,0.6042,1.2641
40 2750,49,116,0.6042,1.2641
49 201,40,101,0.7266,1.2641
784,49,583,0.6041,1.2641
3107,40,93,0.7266,1.2640
33 39 66,40,93,0.7266,1.2640
2600,40,162,0.7265,1.2639
37 39 40 42,49,334,0.6040,1.2637
40 1426,49,122,0.6040,1.2637
1167,40,130,0.7263,1.2635
414,49,1135,0.6037,1.2632
33 270,40,106,0.7260,1.2631
2481,40,143,0.7259,1.2629
49 65,40,90,0.7258,1.2627
49 2165,40,135,0.7258,1.2627
49 1591,40,90,0.7258,1.2627
42,49,9018,0.6034,1.2626
49 1639,40,164,0.7257,1.2625
573,49,108,0.6034,1.2624
33 49 66,40,357,0.7256,1.2624
1011,40,193,0.7256,1.2623
1105,49,149,0.6032,1.2622
33 571,40,111,0.7255,1.2622
14635,49,114,0.6032,1.2621
40 42 272,49,272,0.6031,1.2619
911,49,313,0.6031,1.2619
1694,49,316,0.6031,1.2618
49 1595,40,95,0.7252,1.2617
42 794,40,95,0.7252,1.2617
3536,49,123,0.6029,1.2616
39 40 439,49,164,0.6029,1.2616
10654,49,252,0.6029,1.2614
49 914,40,232,0.7250,1.2613
49 309,40,108,0.7248,1.2610
3007,49,135,0.6027,1.2610
49 16011,40,529,0.7247,1.2607
623,49,191,0.6025,1.2607
49 3277,40,100,0.7246,1.2607
3885,49,97,0.6025,1.2606
1379,49,147,0.6025,1.2606
2959,40,655,0.7246,1.2606
1699,49,197,0.6024,1.2605
39 48,40,313,0.7245,1.2605
1558,49,250,0.6024,1.2605
2721,49,103,0.6023,1.2603
39 42 56,49,103,0.6023,1.2603
791,49,315,0.6023,1.2602
42 1860,40,113,0.7244,1.2602
49 180,40,452,0.7244,1.2602
3828,40,239,0.7242,1.2600
49 535,40,147,0.7241,1.2598
